pair	inflected_pair	alignments	Source Language	Target Language
('float', 'idea')	('floated', 'idea')	[('has', 'hat'), ('floated', 'lanciert'), ('idea', 'Idee')]	The Commission has floated this idea of a high-level trade and environment meeting in Geneva in the autumn bringing together top-level policy-makers to push forward the debate on how to strengthen the CTE 's work .	Die Kommission hat diese Idee eines hochrangigen Handels - und Umwelttreffens im Herbst in Genf lanciert , auf dem Spitzenpolitiker zusammenkommen sollen , um darüber zu diskutieren , wie die Arbeit des CTE verstärkt werden kann .
('push', 'drug')	('pushing', 'drugs')	[('pushing', 'Konsum'), ('drugs', 'Drogen')]	Where the Pirker text puts the case for enforcement penalties for trafficking , pushing and consumption of synthetic drugs , the Greens seek to delete the reference to consumption .	Während der Pirker-Bericht sich für verstärkte Strafmaßnahmen für den Drogenhandel , den Verkauf und den Konsum von synthetischen Drogen ausspricht , wollen die Grünen den Konsum von Drogen aus diesem Kontext streichen .
('tackle', 'question')	('tackles', 'questions')	[('tackles', 'behandelt'), ('tackle', 'werden'), ('questions', 'Themen')]	Many who are involved or who have a knowledge of the circumstances recognize that there really has to be the kind of dialogue that tackles simultaneously the various political and economic questions so that there are steps forward as part of a package to which all the parties are committed .	Viele , die direkt am Geschehen beteiligt sind oder die Umstände kennen , wissen , daß hier ein Dialog gefragt ist , in dem sowohl politische als auch wirtschaftliche Themen behandelt werden , so daß Fortschritte im Rahmen eines Maßnahmenpakets erzielt werden , dem alle Parteien verpflichtet sind .
('tackle', 'question')	('tackle', 'question')	[('tackle', 'klären'), ('question', 'Fragen')]	So it was a competition case and this case showed the Americans that they could not tackle this kind of question through the instruments of the World Trade Organization .	Es war also ein Wettbewerbsfall , der den Amerikanern gezeigt hat , daß sie diese Art von Fragen nicht über die Instrumente der Welthandelsorganisation klären konnten .
('breathe', 'life')	('breathe', 'life')	[('breathe', 'mit'), ('life', 'Leben'), ('breathe', 'erfüllen')]	If Pörtschach can breathe new life into the vision of a united Europe by pointing the way forward on these three concepts - peace , prosperity and security - then it will be setting a new and relevant agenda for the coming years .	Wenn Pörtschach die Vision eines einigen Europa mit neuem Leben erfüllen kann , indem es den Weg zu diesen drei Konzepten - Frieden , Wohlstand und Sicherheit - weist , wird es eine neue und wichtige Agenda für die kommenden Jahre schaffen .
('breathe', 'life')	('breathing', 'life')	[('are', 'NULL'), ('breathing', 'hauchen'), ('life', 'Leben'), ('breathing', 'ein')]	We are breathing new life into the Western European Union , which should have actually been defunct last year .	Wir hauchen der Westeuropäischen Union , die eigentlich letztes Jahr hätte außer Kraft gesetzt werden sollen , neues Leben ein .
('cast', 'doubt')	('casts', 'doubt')	[('casts', 'aufkommen'), ('casts', 'lassen'), ('doubt', 'Zweifel')]	Fresh information has come to light since the hearing in The Sunday Times this weekend which casts further doubt on whether Mr Busquin was truthful in his answers to Parliament .	Nach der Anhörung sind neue Informationen ans Licht gekommen , die in der aktuellen Wochenendausgabe von The Sunday Times veröffentlicht wurden und weitere Zweifel darüber aufkommen lassen , ob Herr Busquin vor dem Parlament die Wahrheit gesagt hat .
('tackle', 'question')	('tackles', 'question')	[('tackles', 'befaßt'), ('tackles', 'sich'), ('tackles', 'mit'), ('question', 'Problem')]	Therefore , the second amendment tackles this whole question of the ill-fitting caps and , sometimes , no caps at all .	Der zweite Änderungsantrag befaßt sich also mit dem gesamten Problem schlecht sitzender und bisweilen fehlender Tankverschlüsse .
('boost', 'economy')	('boost', 'economy')	[('boost', 'anzukurbeln'), ('economy', 'Wirtschaft')]	The European Union is rightly extending export opportunities for Russian companies in EU markets to boost the Russian economy .	Die Europäische Union hat zu Recht die Exportmöglichkeiten für russische Firmen in die europäischen Märkte ausgeweitet , um so die russische Wirtschaft anzukurbeln .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'Themen'), ('be', 'werden'), ('tackled', 'verankert')]	My own view as a former development minister is that these issues should be mainstreamed themselves and tackled at the heart of training and not turned into a sort of optional add-on .	Als ehemaliger Entwicklungsminister vertrete ich die Ansicht , daß das Mainstreaming auf diese Themen selbst angewendet und sie fest in der Ausbildung verankert werden sollten , anstatt sie als optionale Zusätze zu behandeln .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Möglichkeit')]	We have to find some way of putting pressure on such countries to do just that so we can reconnect with our citizens .	Wir müssen eine Möglichkeit finden , solche Länder zur Einhaltung der Vorschriften zu zwingen , damit wir das Vertrauen unserer Bürger wiedererlangen .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'fertigzuwerden'), ('problems', 'mit'), ('problems', 'Problemen')]	With eight out of ten people in Europe living in urban areas , it is right that we help our most deprived communities to tackle the all too familiar problems of deprivation , social exclusion , joblessness , crime , drug dependency and all the problems that are associated with that .	Angesichts der Tatsache , daß 80 % der europäischen Bevölkerung in Städten wohnen , tun wir recht daran , unsere am meisten benachteiligten Gemeinden dabei zu unterstützen , mit den allzu bekannten Problemen von Armut , sozialer Ausgrenzung , Arbeitslosigkeit , Kriminalität , Drogenabhängigkeit und allen damit verbundenen Problemen fertigzuwerden .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Lösung'), ('problems', 'ihrer'), ('problems', 'Probleme')]	Instead , communities in urban areas should be encouraged to present integrated action plans to tackle their specific urban problems , using EU resources as a value added to local actions .	Die städtischen Kommunen sollten vielmehr dazu angehalten werden , integrierte Aktionspläne zur Lösung ihrer spezifischen Probleme aufzuzeigen , und für diese lokalen Aktivitäten können zusätzlich EU-Mittel eingesetzt werden .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Lösung'), ('problems', 'dieser'), ('problems', 'Probleme')]	We need to deploy the energies of the unemployed , the underused skills of youth and the experience of age to tackle these problems .	Wir müssen die Energien der arbeitslosen Menschen , die brachliegenden Fähigkeiten der Jugendlichen sowie die Erfahrungen der Älteren zur Lösung dieser Probleme einsetzen .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'Bekämpfung'), ('problem', 'des'), ('problem', 'Problems')]	It is extremely important both for the producer and the consumer that we restore confidence and the only way we can do it is by rigorously tackling the problem and resolving it .	Die Wiederherstellung des Vertrauens ist sowohl für die Erzeuger als auch die Verbraucher äußerst wichtig , und das kann nur durch die entschlossene Bekämpfung und Lösung des Problems erfolgen .
('find', 'way')	('finding', 'way')	[('finding', 'NULL'), ('be', 'NULL'), ('way', 'NULL')]	The broad principles are surely ones we should be able to accept - the broad principles that we wish to reduce hazardous waste leaking into the groundwater , the broad principles that we should be aiming to ensure that chemicals , which we all need in society in all circumstances , should not be finding their way into our water system .	Es sollte uns aber möglich sein , uns auf die allgemeinen Grundsätze zu einigen , bei denen es darum geht , das Eindringen von gefährlichen Abfällen in das Grundwasser sowie von chemischen Stoffen , auf die wir in unserem Alltag angewiesen sind , in unser Wassersystem zu reduzieren bzw . zu verhindern .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'eine'), ('tackle', 'Lösung'), ('tackle', 'finden'), ('tackle', 'für'), ('issue', 'Problem')]	It is absolutely crucial that we tackle the coherence issue in a realistic and pragmatic way , which means holding the debate in the appropriate institutional framework , that is , the Council and Parliament .	Es ist absolut unabdingbar , daß wir für das Problem der Kohärenz eine realistische und pragmatische Lösung finden . Dazu sollten wir die Debatte in einem geeigneten institutionellen Rahmen , nämlich im Rat und im Parlament , führen .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'Bewältigung'), ('crisis', 'der'), ('crisis', 'Krise')]	The reason she can not do so is because , as some honourable Members have pointed out , she is in Hungary and Romania to see for herself the extent of the damage and how best we can help the Hungarian and Romanian authorities to tackle the crisis .	Sie kann das nicht tun , weil sie sich , wie schon mehrere verehrte Abgeordnete erwähnten , in Ungarn und Rumänien aufhält , um sich selbst ein Bild vom Ausmaß des Schadens zu machen und zu sehen , wie wir den ungarischen und rumänischen Behörden bei der Bewältigung der Krise am besten helfen können .
('tackle', 'problem')	('tackling', 'problem')	[('problem', 'Problem'), ('tackling', 'anzupacken')]	I also commend the work of the rapporteur , whose commitment reflects the strength of feeling within our committee to tackling this particular problem and a strong desire amongst parliamentarians of all parties to call a halt to this environmentally disastrous practice .	Ich begrüße außerdem die Arbeit des Berichterstatters . Sein Bericht spiegelt das Bestreben unseres Ausschusses wider , dieses besondere Problem anzupacken und zeigt , wie sehr den Mitgliedern dieses Hauses aus allen Parteien daran gelegen ist , daß dieser Praxis mit ihren katastrophalen Umweltfolgen Einhalt geboten wird .
('mount', 'campaign')	('mount', 'campaign')	[('mount', 'NULL'), ('campaign', 'NULL')]	My amendment calls upon the Commission to monitor the Member States to see that they carry out the necessary inspections set out in these regulations , because if we are to mount a successful campaign to contain and eradicate tuberculosis and brucellosis , then the proper implementation of these regulations will be essential .	In meinem Änderungsantrag wird die Kommission aufgefordert , die Mitgliedstaaten zu überwachen und dafür zu sorgen , daß die in dieser Verordnung vorgeschriebenen notwendigen Inspektionen durchgeführt werden , denn wenn wir die Tuberkulose und Brucellose eindämmen und ausrotten wollen , ist die ordnungsgemäße Durchführung der Verordnung unabdingbar .
('juggle', 'career')	('juggle', 'career')	[('juggle', 'in'), ('juggle', 'Einklang'), ('juggle', 'bringen'), ('career', 'berufliche'), ('career', 'Entwicklung')]	Business-to-consumer communications are particularly important for the elderly , the housebound and for those with family responsibilities who are finding it difficult to juggle work and career , overwhelmingly women .	Die Kommunikation zwischen Unternehmen und Verbrauchern ist besonderes für die älteren Bürger wichtig , die an das Haus gebunden sind , und für diejenigen mit familiären Pflichten , denen es Schwierigkeit bereitet , Hausarbeit und berufliche Entwicklung in Einklang zu bringen , also überwiegend Frauen .
